journal_issn,journal_title,snip_latest
0219-5259,Advances in Complex Systems,0.703295519111103
0219-5305,Analysis and Applications,1.23868557447988
0219-6492,Journal of Information and Knowledge Management,0.465403260239563
0219-6913,"International Journal of Wavelets, Multiresolution and Information Processing",0.902596354826414
0219-7200,Journal of Bioinformatics and Computational Biology,0.362780489357107
0219-7499,International Journal of Quantum Information,0.354594147745937
0219-8436,International Journal of Humanoid Robotics,0.793263254508224
0219-8762,International Journal of Computational Methods,0.789785598453645
0219-8878,International Journal of Geometric Methods in Modern Physics,0.913068722274109
0232-2064,Zeitschrift fur Analysis und ihre Anwendung,1.09854372658519
0233-1888,Statistics,1.25598643729312
0233-1934,Optimization,1.42032960920801
0236-5294,Acta Mathematica Hungarica,1.26434039958798
0239-7528,Bulletin of the Polish Academy of Sciences: Technical Sciences,0.743806675510729
0246-0203,Annales de l'institut Henri Poincare (B) Probability and Statistics,1.17081666089102
0250-6335,Journal of Astrophysics and Astronomy,0.679847655275251
0253-6102,Communications in Theoretical Physics,0.632810528140798
0254-5330,Annals of Operations Research,1.73172552427582
0254-9409,Journal of Computational Mathematics,0.830641776122251
0255-660X,Journal of the Indian Society of Remote Sensing,0.724461749049786
0256-2499,Sadhana - Academy Proceedings in Engineering Sciences,0.774477141355928
0256-307X,Chinese Physics Letters,0.569953657239404
0256-4602,"IETE Technical Review (Institution of Electronics and Telecommunication Engineers, India)",0.935053537643912
0257-0130,Queueing Systems,1.01063599220108
0258-6770,World Bank Economic Review,2.22504613139316
0259-9791,Journal of Mathematical Chemistry,1.13036554809966
0261-5177,Tourism Management,3.98573963290342
0262-8856,Image and Vision Computing,1.52432506952118
0263-2241,Measurement: Journal of the International Measurement Confederation,1.79263337703901
0263-5577,Industrial Management and Data Systems,1.41080067360958
0263-5747,Robotica,1.14280855918915
0263-8223,Composite Structures,1.99116987838265
0263-8231,Thin-Walled Structures,1.97873130666874
0263-8762,Chemical Engineering Research and Design,1.22020868235769
0264-0414,Journal of Sports Sciences,1.55261040134306
0264-2751,Cities,2.30092796792533
0264-4401,Engineering Computations,0.768535964959361
0264-9381,Classical and Quantum Gravity,1.11380813642726
0265-0754,IMA Journal of Mathematical Control and Information,0.79669402568471
0265-9646,Space Policy,1.17335368951659
0266-3821,Business Information Review,0.408884339063328
0266-4720,Expert Systems,0.949473102528767
0266-4909,Journal of Computer Assisted Learning,1.96433702668758
0266-5611,Inverse Problems,1.28365109806553
0266-8920,Probabilistic Engineering Mechanics,1.13465432595039
0267-3649,Computer Law and Security Review,2.76718315561922
0268-1242,Semiconductor Science and Technology,0.706448758897112
0268-3768,International Journal of Advanced Manufacturing Technology,1.36800826081413
0268-4012,International Journal of Information Management,5.41629544190128
0269-2155,Clinical Rehabilitation,1.61571835301701
0269-2821,Artificial Intelligence Review,3.56906009663816
0269-8889,Knowledge Engineering Review,1.13540343215228
0269-9648,Probability in the Engineering and Informational Sciences,0.981031002245121
0271-2091,International Journal for Numerical Methods in Fluids,1.07479026938165
0272-1716,IEEE Computer Graphics and Applications,0.980160455876741
0272-1732,IEEE Micro,2.15003623254257
0272-4332,Risk Analysis,1.6391881075603
0272-4960,IMA Journal of Applied Mathematics,0.652032770431386
0272-4979,IMA Journal of Numerical Analysis,1.6311240576897
0273-0979,Bulletin of the American Mathematical Society,2.73044895176307
0273-1177,Advances in Space Research,1.28266099543007
0275-5319,Research in International Business and Finance,1.85566490003905
0276-7783,MIS Quarterly: Management Information Systems,3.16294844074858
0277-6693,Journal of Forecasting,0.947769217484894
0277-6715,Statistics in Medicine,1.41287899195218
0278-0046,IEEE Transactions on Industrial Electronics,3.11663449738324
0278-0062,IEEE Transactions on Medical Imaging,3.9086509297473
0278-0070,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,1.46924191209974
0278-0097,IEEE Technology and Society Magazine,0.734067695653444
0278-081X,"Circuits, Systems, and Signal Processing",0.968816801588779
0278-3649,International Journal of Robotics Research,3.18136088168407
0278-6125,Journal of Manufacturing Systems,3.43876496123556
0288-3635,New Generation Computing,0.532336655936606
0295-5075,Europhysics Letters,0.619228288200189
0301-0066,Perception,0.676196802416695
0301-0104,Chemical Physics,0.619884562730842
0301-4215,Energy Policy,2.03402376135061
0301-4797,Journal of Environmental Management,1.90703238665959
0301-5629,Ultrasound in Medicine and Biology,1.28723014763216
0301-679X,Tribology International,2.13997247836519
0302-2838,European Urology,6.05764583472426
0302-3427,Science and Public Policy,1.28619363895424
0303-2647,BioSystems,0.901844992599351
0303-6758,Journal of the Royal Society of New Zealand,1.37968563200795
0303-6812,Journal of Mathematical Biology,1.29145392365945
0303-8300,Social Indicators Research,1.56347563832839
0304-3800,Ecological Modelling,1.02449717823413
0304-3975,Theoretical Computer Science,1.0558436289531
0304-3991,Ultramicroscopy,1.17099632245304
0304-4068,Journal of Mathematical Economics,0.960968942296626
0304-4076,Journal of Econometrics,2.47486427220945
0304-4149,Stochastic Processes and their Applications,1.24037091174557
0304-422X,Poetics,1.74573307794265
0304-4289,Pramana - Journal of Physics,0.843405340622607
0304-8853,Journal of Magnetism and Magnetic Materials,0.958132077715524
0305-0041,Mathematical Proceedings of the Cambridge Philosophical Society,1.13049787024169
0305-0483,Omega,3.11699965426512
0305-0548,Computers and Operations Research,2.2771502281793
0305-1048,Nucleic Acids Research,5.19045651536535
0305-215X,Engineering Optimization,1.23968078838748
0305-4403,Journal of Archaeological Science,1.74086309913077
0306-2619,Applied Energy,2.65213961539066
0306-4379,Information Systems,1.90296000378082
0306-4522,Neuroscience,0.966901152571999
0306-4573,Information Processing and Management,3.00960453700277
0306-7734,International Statistical Review,2.11296721864957
0306-9877,Medical Hypotheses,0.731488573199707
0307-5079,Studies in Higher Education,2.62473377452065
0307-904X,Applied Mathematical Modelling,1.84325567036628
0308-0188,Interdisciplinary Science Reviews,0.685388251034697
0308-1079,International Journal of General Systems,1.39673126699097
0308-1087,Linear and Multilinear Algebra,1.3452382798928
0309-1708,Advances in Water Resources,1.69739479419977
0309-1902,Journal of Medical Engineering and Technology,0.716284320150245
0315-0860,Historia Mathematica,0.722682082585423
0319-5724,Canadian Journal of Statistics,0.92992017409644
0324-721X,Acta Cybernetica,0.627863183597972
0332-1649,COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,0.45486657013887
0332-7353,"Modeling, Identification and Control",0.48443559837805
0340-0727,Psychological Research,1.34430282146741
0340-1200,Biological Cybernetics,1.14955136803834
0341-8162,Catena,1.74787834778003
0343-6993,Mathematical Intelligencer,0.959604069476961
0346-1238,Scandinavian Actuarial Journal,1.69838197905783
0354-0243,Yugoslav Journal of Operations Research,0.656945008172919
0354-5180,Filomat,0.818290754291287
0360-0300,ACM Computing Surveys,7.76592553425501
0360-1315,Computers and Education,5.20690153368742
0360-1323,Building and Environment,2.22759751508677
0360-3199,International Journal of Hydrogen Energy,1.36818961931574
0360-5442,Energy,2.03826858802655
0360-8352,Computers and Industrial Engineering,2.21537579563722
0361-0365,Research in Higher Education,2.18375815841896
0361-0918,Communications in Statistics Part B: Simulation and Computation,0.929193103547287
0361-0926,Communications in Statistics - Theory and Methods,0.953304653001898
0361-1981,Transportation Research Record,0.787271422284454
0361-2317,Color Research and Application,1.15605798154004
0361-526X,Serials Librarian,0.895138762164195
0361-7688,Programming and Computer Software,1.09587609319271
0362-546X,"Nonlinear Analysis, Theory, Methods and Applications",1.33516767771905
0362-5915,ACM Transactions on Database Systems,1.47080785631132
0363-0129,SIAM Journal on Control and Optimization,1.71522586728859
0363-8111,Public Relations Review,1.94189441449738
0363-9061,International Journal for Numerical and Analytical Methods in Geomechanics,1.96388703302657
0363-907X,International Journal of Energy Research,1.1162369805947
0364-0213,Cognitive Science,1.59234586372796
0364-765X,Mathematics of Operations Research,2.22924042734517
0364-9024,Journal of Graph Theory,1.42379454199901
0364-9059,IEEE Journal of Oceanic Engineering,1.9130745507866
0370-1573,Physics Reports,8.71969129253627
0370-1972,Physica Status Solidi (B): Basic Research,0.605306213208621
0370-2693,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",1.30378136424063
0373-3114,Annali di Matematica Pura ed Applicata,1.31399514135728
0373-4633,Journal of Navigation,1.24573803363815
0374-3535,Journal of Elasticity,1.01401966658233
0374-4884,Journal of the Korean Physical Society,0.374588121432922
0375-9601,"Physics Letters, Section A: General, Atomic and Solid State Physics",0.91693642141553
0376-9429,International Journal of Fracture,1.00108992153467
0377-0257,Journal of Non-Newtonian Fluid Mechanics,1.34171534250834
0377-0427,Journal of Computational and Applied Mathematics,1.50341383097033
0377-2217,European Journal of Operational Research,2.81490739673403
0377-9017,Letters in Mathematical Physics,1.09856394923211
0378-3758,Journal of Statistical Planning and Inference,1.2050214798594
0378-4371,Physica A: Statistical Mechanics and its Applications,1.20767825600341
0378-4754,Mathematics and Computers in Simulation,1.25758764035848
0378-5173,International Journal of Pharmaceutics,1.29841289335082
0378-5955,Hearing Research,1.45851318243213
0378-620X,Integral Equations and Operator Theory,1.03647539326377
0378-7206,Information and Management,3.09207657418229
0378-7753,Journal of Power Sources,1.54060946104852
0378-7788,Energy and Buildings,2.06879638249107
0378-7796,Electric Power Systems Research,1.34237712007886
0378-8733,Social Networks,2.01457579205538
0379-0738,Forensic Science International,1.32232557181103
0385-4035,Hokkaido Mathematical Journal,0.668961823398301
0385-4221,"IEEJ Transactions on Electronics, Information and Systems",0.285197259885678
0385-7417,Behaviormetrika,0.825283110104672
0386-216X,Kagaku Kogaku Ronbunshu,0.375507911431261
0386-2208,Proceedings of the Japan Academy Series B: Physical and Biological Sciences,1.65760268628568
0393-0440,Journal of Geometry and Physics,1.10574302096465
0393-2990,European Journal of Epidemiology,4.42536337402616
0399-0559,RAIRO - Operations Research,1.13329998168124
0424-267X,Economic Computation and Economic Cybernetics Studies and Research,0.649210448055103
0430-3202,Annali dell'Universita di Ferrara,0.918984942185443
0550-3213,Nuclear Physics B,0.920526499146438
0577-9073,Chinese Journal of Physics,1.03348990690343
0584-8547,"Spectrochimica Acta, Part B: Atomic Spectroscopy",1.15047988888765
0587-4254,Acta Physica Polonica B,0.248671914947227
0703-8992,Canadian Journal of Remote Sensing,0.545154379826948
0723-0869,Expositiones Mathematicae,1.18157484328928
0723-4864,Experiments in Fluids,1.51829104944213
0730-0301,ACM Transactions on Graphics,2.67606847606132
0730-2312,Journal of Cellular Biochemistry,0.909434629300028
0730-725X,Magnetic Resonance Imaging,0.85631377529978
0730-7829,Music Perception,1.54558872604258
0730-9384,Politics and the Life Sciences,0.492406343099466
0731-5090,"Journal of Guidance, Control, and Dynamics",1.74576706923819
0731-7131,Technical Services Quarterly,0.593005200789343
0733-8716,IEEE Journal on Selected Areas in Communications,3.55876026126946
0733-8724,Journal of Lightwave Technology,1.68939087883845
0733-9399,Journal of Engineering Mechanics - ASCE,1.17954120934641
0733-9445,Journal of Structural Engineering,1.76036353566237
0733-9496,Journal of Water Resources Planning and Management - ASCE,1.23033782672432
0734-2071,ACM Transactions on Computer Systems,1.9960788619443
0735-0015,Journal of Business and Economic Statistics,4.38906897679719
0735-6331,Journal of Educational Computing Research,1.88928150374009
0736-0266,Journal of Orthopaedic Research,1.31528952553753
0736-2994,Stochastic Analysis and Applications,1.03847146044121
0736-3761,Journal of Consumer Marketing,1.01137175607158
0736-5845,Robotics and Computer-Integrated Manufacturing,3.36521079302645
0736-5853,Telematics and Informatics,3.06668518862865
0737-8831,Library Hi Tech,1.18307432628313
0738-4602,AI Magazine,1.64534341649958
0739-456X,Journal of Planning Education and Research,1.4130664180869
0740-3194,Magnetic Resonance in Medicine,1.34720988012134
0740-3224,Journal of the Optical Society of America B: Optical Physics,0.759289719689584
0740-624X,Government Information Quarterly,3.67359718284423
0740-7459,IEEE Software,1.89658382850047
0740-8188,Library and Information Science Research,1.74458335438055
0741-3106,IEEE Electron Device Letters,1.64922493676723
0741-3335,Plasma Physics and Controlled Fusion,1.15224343898002
0741-6261,RAND Journal of Economics,1.7803626240788
0742-1222,Journal of Management Information Systems,3.53986697724332
0743-7315,Journal of Parallel and Distributed Computing,1.6332912339512
0743-7463,Langmuir,0.97776390677128
0747-5632,Computers in Human Behavior,3.23371058075291
0747-7171,Journal of Symbolic Computation,1.57044946062688
0747-9360,Design Issues,0.917999436700938
0748-8017,Quality and Reliability Engineering International,1.51083175342474
0749-1581,Magnetic Resonance in Chemistry,0.720848305676236
0749-159X,Numerical Methods for Partial Differential Equations,1.1192786064238
0764-583X,ESAIM: Mathematical Modelling and Numerical Analysis,1.26428628004795
0765-0019,Traitement du Signal,0.942905528156713
0824-7935,Computational Intelligence,1.00381499202474
0840-8688,Canadian Journal of Electrical and Computer Engineering,0.779876308883343
0860-8229,Metrology and Measurement Systems,0.652810712763061
0863-1042,Contributions to Plasma Physics,0.629996957938302
0868-4952,Informatica,0.814312658533281
0883-4237,Statistical Science,1.64571486662255
0883-9514,Applied Artificial Intelligence,1.03118383706001
0884-8173,International Journal of Intelligent Systems,1.91164642608202
0885-064X,Journal of Complexity,1.20700490647482
0885-2308,Computer Speech and Language,1.66741307411081
0885-3010,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",1.6555824214707
0885-6125,Machine Learning,2.34798533069609
0885-7458,International Journal of Parallel Programming,0.810837791925331
0885-7474,Journal of Scientific Computing,1.35257079346586
0885-8950,IEEE Transactions on Power Systems,2.6944645526547
0885-8969,IEEE Transactions on Energy Conversion,2.03316932794789
0885-8977,IEEE Transactions on Power Delivery,2.47475268192659
0885-8985,IEEE Aerospace and Electronic Systems Magazine,1.20123635784483
0885-8993,IEEE Transactions on Power Electronics,2.77681619263419
0886-9383,Journal of Chemometrics,0.959660898557139
0887-3585,"Proteins: Structure, Function and Bioinformatics",1.02991920565256
0887-3801,Journal of Computing in Civil Engineering,1.82478167852095
0888-3270,Mechanical Systems and Signal Processing,3.23424069008397
0888-5885,Industrial & Engineering Chemistry Research,0.970890248040909
0888-613X,International Journal of Approximate Reasoning,1.7148610719525
0888-7543,Genomics,1.02637572868227
0889-1591,"Brain, Behavior, and Immunity",2.77000539659474
0889-8480,Mathematical Population Studies,1.04815373376009
0889-9746,Journal of Fluids and Structures,1.65669819352656
0890-0604,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",0.823878371738639
0890-5401,Information and Computation,1.06314404261216
0890-6327,International Journal of Adaptive Control and Signal Processing,0.915863328420526
0890-6955,International Journal of Machine Tools and Manufacture,3.41988141491842
0890-8044,IEEE Network,3.14908814623098
0891-2017,Computational Linguistics,2.67935357083137
0891-2513,Complex Systems,0.32851031174133
0892-6638,FASEB Journal,1.10357309424564
0892-7790,Journal of Endourology,1.47423766328184
0892-9882,Science and Global Security,0.96270110830129
0892-9912,Journal of Technology Transfer,2.50882933969116
0893-133X,Neuropsychopharmacology,2.01014805952362
0893-3952,Modern Pathology,2.62178034483919
0893-6080,Neural Networks,2.80771769401138
0893-9659,Applied Mathematics Letters,1.66539181478426
0894-0347,Journal of the American Mathematical Society,4.57356726666363
0894-3370,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",0.596091457776301
0894-4393,Social Science Computer Review,2.39973547480958
0894-6507,IEEE Transactions on Semiconductor Manufacturing,1.42904393907179
0894-9840,Journal of Theoretical Probability,0.939991820225431
0895-4356,Journal of Clinical Epidemiology,2.50080403977785
0895-4798,SIAM Journal on Matrix Analysis and Applications,1.71679734121022
0895-4801,SIAM Journal on Discrete Mathematics,1.21497037733674
0895-6111,Computerized Medical Imaging and Graphics,2.03255551923627
0896-0267,Brain Topography,1.23580988485441
0896-6273,Neuron,3.64396028403473
0897-1889,Journal of Digital Imaging,1.62073598326678
0897-3962,Journal of Integral Equations and Applications,0.6740945164627
0897-7151,Journal of Neurotrauma,1.50788318516397
0898-1221,Computers and Mathematics with Applications,1.31226126882653
0898-929X,Journal of Cognitive Neuroscience,0.987640105606511
0899-7667,Neural Computation,1.90381884120403
0899-8256,Games and Economic Behavior,1.19136108283391
0899-9457,International Journal of Imaging Systems and Technology,0.916712038189197
0909-752X,Skin Research and Technology,1.15087652322128
0911-0119,Graphs and Combinatorics,0.832554824209616
0914-4935,Sensors and Materials,0.40459727743664
0916-7005,Japan Journal of Industrial and Applied Mathematics,0.622517830635163
0916-8508,"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",0.326600206681172
0916-8516,IEICE Transactions on Communications,0.415666487982163
0916-8532,IEICE Transactions on Information and Systems,0.418041236154992
0920-3796,Fusion Engineering and Design,1.07140963598474
0920-4105,Journal of Petroleum Science and Engineering,1.70412139328283
0920-5489,Computer Standards and Interfaces,1.88986412026384
0920-5691,International Journal of Computer Vision,4.16799937630164
0920-654X,Journal of Computer-Aided Molecular Design,0.942888489786703
0920-8542,Journal of Supercomputing,1.15794697365647
0921-0296,Journal of Intelligent and Robotic Systems: Theory and Applications,1.36459862608055
0921-030X,Natural Hazards,1.19154758050024
0921-4526,Physica B: Condensed Matter,0.766518395117183
0921-8890,Robotics and Autonomous Systems,1.68362326507338
0922-6435,Experimental Astronomy,0.967247587678968
0922-6443,Real-Time Systems,1.34679881327015
0922-6567,Machine Translation,1.14204580144829
0923-2958,Celestial Mechanics and Dynamical Astronomy,1.42314838221404
0923-4748,Journal of Engineering and Technology Management - JET-M,1.94901052538466
0923-5965,Signal Processing: Image Communication,1.30171068042287
0923-6082,Multidimensional Systems and Signal Processing,0.743421424650192
0923-8174,Journal of Electronic Testing: Theory and Applications (JETTA),0.585043680075413
0924-0136,Journal of Materials Processing Technology,2.16777348282626
0924-090X,Nonlinear Dynamics,1.64540466397783
0924-1868,User Modeling and User-Adapted Interaction,3.18789424047203
0924-2244,Trends in Food Science and Technology,3.68368821079195
0924-2716,ISPRS Journal of Photogrammetry and Remote Sensing,2.92718120301489
0924-6495,Minds and Machines,3.25052385904475
0924-669X,Applied Intelligence,1.72890694092875
0924-6703,Discrete Event Dynamic Systems: Theory and Applications,1.09044377972199
0924-8463,Artificial Intelligence and Law,3.43894401150772
0924-9265,Discrete Mathematics and Applications,0.627107952443745
0924-9907,Journal of Mathematical Imaging and Vision,1.18912134190428
0925-1022,"Designs, Codes, and Cryptography",1.53316526186007
0925-1030,Analog Integrated Circuits and Signal Processing,0.723412534226752
0925-2312,Neurocomputing,1.8502440002545
0925-4005,Sensors and Actuators B: Chemical,1.34029494316522
0925-4560,Journal for General Philosophy of Science,1.04231420380756
0925-5001,Journal of Global Optimization,1.53501227605733
0925-7535,Safety Science,2.29730934794724
0925-7721,Computational Geometry: Theory and Applications,0.930633091771587
0925-8531,"Journal of Logic, Language and Information",1.19478866714502
0925-9724,Computer Supported Cooperative Work,1.36513582548344
0925-9856,Formal Methods in System Design,1.27351294344916
0925-9899,Journal of Algebraic Combinatorics,1.27177180217548
0925-9902,Journal of Intelligent Information Systems,1.68124287067748
0926-2644,Group Decision and Negotiation,1.04246156323832
0926-5805,Automation in Construction,3.16695537303264
0926-6003,Computational Optimization and Applications,1.45206196556106
0926-6801,Journal of High Speed Networks,0.375498891135985
0926-8782,Distributed and Parallel Databases,0.643921402216949
0926-9851,Journal of Applied Geophysics,1.12279361346136
0927-0248,Solar Energy Materials and Solar Cells,1.57798742834311
0927-0256,Computational Materials Science,1.07802403756269
0927-2852,Applied Categorical Structures,1.15942310392344
0927-6505,Astroparticle Physics,1.02318902540519
0927-7099,Computational Economics,1.01487438734111
0927-796X,Materials Science and Engineering: R: Reports,6.59286277057439
0928-0219,Journal of Inverse and Ill-Posed Problems,1.21512840900165
0928-7329,Technology and Health Care,0.537440399814038
0928-8910,Automated Software Engineering,1.40078479856844
0929-5313,Journal of Computational Neuroscience,0.749067376211954
0929-5593,Autonomous Robots,1.76991520758446
0929-6174,Journal of Quantitative Linguistics,1.07361807739943
0929-6212,Wireless Personal Communications,0.872973749348666
0929-8215,Journal of New Music Research,0.941522146510533
0929-8673,Current Medicinal Chemistry,1.04938539791157
0929-9629,Monte Carlo Methods and Applications,0.632220438594059
0932-4194,"Mathematics of Control, Signals, and Systems",1.40828967856338
0932-8092,Machine Vision and Applications,1.04543288582453
0933-1875,KI - Kunstliche Intelligenz,1.12779238233615
0933-2790,Journal of Cryptology,1.9074982193991
0933-3657,Artificial Intelligence in Medicine,2.23997428289175
0933-5846,Archive for Mathematical Logic,0.895875053441959
0934-5043,Formal Aspects of Computing,1.19147667811456
0935-1175,Continuum Mechanics and Thermodynamics,1.30854996082412
0935-4964,Theoretical and Computational Fluid Dynamics,1.11722282562782
0936-5907,Cognitive Linguistics,2.04251309131855
0936-7195,GAMM Mitteilungen,0.982381150397275
0937-7255,Ship Technology Research,1.67328126796987
0938-1279,"Applicable Algebra in Engineering, Communications and Computing",0.804342349861102
0938-2259,Economic Theory,1.67023419511776
0938-7994,European Radiology,2.15770161338793
0938-8974,Journal of Nonlinear Science,1.65273973761425
0939-1533,Archive of Applied Mechanics,1.1018857152254
0939-3889,Zeitschrift fur Medizinische Physik,1.65889389173441
0941-0643,Neural Computing and Applications,1.65312254187687
0942-4962,Multimedia Systems,1.11537439140257
0942-5616,Mathematical Logic Quarterly,0.668636991706085
0943-4062,Computational Statistics,1.08708532773445
0946-7076,Microsystem Technologies,0.882241280828437
0947-3580,European Journal of Control,1.14290294441962
0947-3602,Requirements Engineering,2.04651997900843
0948-4280,Journal of Marine Science and Technology,1.44002138744062
0948-7921,Electrical Engineering,0.803059758975523
0949-7714,Journal of Geodesy,2.42321182142041
0950-0340,Journal of Modern Optics,0.558972197279037
0950-0618,Construction and Building Materials,2.36209935496226
0950-0804,Journal of Economic Surveys,3.47620939469478
0950-3293,Food Quality and Preference,1.93021357952343
0950-5849,Information and Software Technology,2.2713460818863
0950-7051,Knowledge-Based Systems,2.6112734950373
0951-5666,AI and Society,1.29523107152251
0951-7715,Nonlinearity,1.39628427611681
0951-8320,Reliability Engineering and System Safety,2.46826462686026
0952-1976,Engineering Applications of Artificial Intelligence,2.30071866445707
0952-3480,NMR in Biomedicine,1.11864668825233
0952-813X,Journal of Experimental and Theoretical Artificial Intelligence,0.804619517791409
0953-1513,Learned Publishing,1.25087709972176
0953-2048,Superconductor Science and Technology,1.48302840007385
0953-4075,"Journal of Physics B: Atomic, Molecular and Optical Physics",0.686999207515217
0953-4180,Behavioural Neurology,1.31039654799637
0953-5438,Interacting with Computers,1.0955485300128
0953-8984,Journal of Physics Condensed Matter,0.780570627154503
0954-0091,Connection Science,1.18956517413933
0954-3899,Journal of Physics G: Nuclear and Particle Physics,0.921590592588632
0954-4070,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",1.16071614199822
0954-4100,"Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering",0.782505827325419
0954-4119,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",0.882565895815613
0954-4828,Journal of Engineering Design,1.37563739543938
0955-792X,Journal of Logic and Computation,0.886479560984113
0955-7997,Engineering Analysis with Boundary Elements,1.24683620328048
0956-053X,Waste Management,2.16682170070649
0956-540X,Geophysical Journal International,1.4121260540674
0956-5515,Journal of Intelligent Manufacturing,2.68958665104604
0956-7135,Food Control,1.70768670464661
0956-7925,European Journal of Applied Mathematics,0.876791594106077
0956-7968,Journal of Functional Programming,1.13147911246221
0957-0233,Measurement Science and Technology,1.05398932110513
0957-4158,Mechatronics,1.85458608161686
0957-4174,Expert Systems with Applications,2.98459963677331
0957-4484,Nanotechnology,0.732312349818551
0958-2029,Research Evaluation,1.54587701483806
0959-1524,Journal of Process Control,1.60157715429342
0959-4388,Current Opinion in Neurobiology,1.71279132989833
0959-6526,Journal of Cleaner Production,2.44428890580721
0960-0779,"Chaos, Solitons and Fractals",2.28920662784558
0960-0833,Software Testing Verification and Reliability,0.954655770195998
0960-085X,European Journal of Information Systems,2.87943446333711
0960-1295,Mathematical Structures in Computer Science,1.20237847719765
0960-1317,Journal of Micromechanics and Microengineering,0.757102282302107
0960-1481,Renewable Energy,2.1075787147469
0960-1627,Mathematical Finance,2.03571206337691
0960-2011,Neuropsychological Rehabilitation,1.4421892577722
0960-3174,Statistics and Computing,1.63937416702708
0960-9822,Current Biology,2.17089229769524
0961-0006,Journal of Librarianship and Information Science,1.65534348825315
0962-4929,Acta Numerica,7.86534060766276
0962-8436,Philosophical Transactions of the Royal Society B: Biological Sciences,1.83610643170512
0962-8452,Proceedings of the Royal Society B: Biological Sciences,1.73806221973776
0963-0643,Current Opinion in Urology,0.935649520830721
0963-5483,Combinatorics Probability and Computing,1.10893652148644
0963-6412,Security Studies,2.79293205523522
0963-9314,Software Quality Journal,1.1901594767041
0964-1726,Smart Materials and Structures,1.11381243488971
0964-1998,Journal of the Royal Statistical Society. Series A: Statistics in Society,1.71263583614145
0965-0393,Modelling and Simulation in Materials Science and Engineering,0.886757206350915
0965-5425,Computational Mathematics and Mathematical Physics,0.850901121328034
0965-8211,Memory,1.15695757129095
0965-8564,"Transportation Research, Part A: Policy and Practice",2.2252540252142
0965-9978,Advances in Engineering Software,1.76350618735251
0966-0879,Journal of Contingencies and Crisis Management,1.97513861194429
0966-6362,Gait and Posture,1.23951819237184
0966-6923,Journal of Transport Geography,2.13228325229584
0966-9760,International Journal of Early Years Education,1.51198902679205
0967-0661,Control Engineering Practice,1.70156529149334
0967-3334,Physiological Measurement,1.22704022006545
0968-090X,Transportation Research Part C: Emerging Technologies,3.28713111280509
0968-4328,Micron,0.920494494521548
0969-6016,International Transactions in Operational Research,1.73165258967583
0969-6997,Journal of Air Transport Management,2.20163151578837
0970-4140,Journal of the Indian Institute of Science,0.654626801184774
0971-3514,Differential Equations and Dynamical Systems,0.924133319843708
0972-0529,Journal of Discrete Mathematical Sciences and Cryptography,1.20403259856444
0972-8600,AKCE International Journal of Graphs and Combinatorics,1.30386869434907
0973-5348,Mathematical Modelling of Natural Phenomena,1.16278103635813
0975-2293,International Journal of Computer Networks and Communications,0.44248519350807
0976-836X,Sankhya A,0.622412390687573
0988-3754,RAIRO - Theoretical Informatics and Applications,0.671806397819473
0992-499X,Revue d'Intelligence Artificielle,0.54280684942
0997-7538,"European Journal of Mechanics, A/Solids",1.50811456245826
1000-9000,Journal of Computer Science and Technology,0.980025362311634
1004-3756,Journal of Systems Science and Systems Engineering,0.582562459576889
1004-8979,Numerical Mathematics,0.533658245358624
1007-0214,Tsinghua Science and Technology,1.50797458537367
1007-1172,Journal of Shanghai Jiaotong University (Science),0.447696148436167
1007-5704,Communications in Nonlinear Science and Numerical Simulation,1.62619603758748
1009-6124,Journal of Systems Science and Complexity,0.865949066856445
1012-2443,Annals of Mathematics and Artificial Intelligence,0.973774300301745
1016-3328,Computational Complexity,1.51368037353662
1016-443X,Geometric and Functional Analysis,2.43225314856425
1017-0405,Statistica Sinica,1.22331247007306
1017-1398,Numerical Algorithms,1.65694389029954
1017-9909,Journal of Electronic Imaging,0.452412394400286
1018-3639,"Journal of King Saud University, Engineering Sciences",2.19678141734327
1018-4864,Telecommunication Systems,0.906585596023235
1019-6781,Electronic Markets,1.87322757460981
1019-7168,Advances in Computational Mathematics,1.45935203398079
1021-9722,Nonlinear Differential Equations and Applications,1.00881987651366
1022-0038,Wireless Networks,0.926729914338495
1022-1824,"Selecta Mathematica, New Series",1.48854583145356
1022-4653,Chinese Journal of Electronics,0.717628410916028
1023-6198,Journal of Difference Equations and Applications,0.852131400280328
1024-123X,Mathematical Problems in Engineering,0.638334812010192
1025-5842,Computer Methods in Biomechanics and Biomedical Engineering,0.926252496365681
1040-0435,Assistive Technology,0.779427487816017
1040-6190,Electricity Journal,0.787209481926422
1040-7790,"Numerical Heat Transfer, Part B: Fundamentals",0.755671543907642
1041-1135,IEEE Photonics Technology Letters,0.963157152165512
